Identifier,Label,Description,Created,Modified,History notes,Type,
833,Leaving hospital,A person claiming benefits who has been admitted to hospital may be entitled to receive additional financial help or specialist services on their return home from hospital.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Help leaving hospital' to 'Social services - hospitalisation - help returning home' in version 3.00. name changed to 'Leaving hospital' in version 4.00.,Service,
676,Legal advice,Access to the Community Legal Service which aims to ensure that people can get information and advice about their legal rights and help with enforcing them,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Legal advice' to 'Law - legal advice' in version 3.00. Name changed to 'Legal advice' in version 4.00.,Service,
241,Leisure and social activities inclusion,"Providing information and advice about local organisations and clubs that provide leisure and social activities in the area, which are targeted at specific groups of people such as people with disabilities, the elderly, ethnic communities etc..",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Leisure and social activities' to 'Social services - inclusion - leisure and social activities' in version 3.00. Name changed to 'Leisure and social activities inclusion' in version 4.00.,Service,
456,Leisure passes,"Passes which give access to leisure facilities such as swimming pools, gymnasiums, sports halls run by the local authority.  The pass entitles the holder to use the facilities, usually at a reduced charge and to book facilities where available.  The pass may be issued free of charge or at a concessionary rate to those meeting certain eligibility criteria (disabled, on benefits etc.)",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Leisure passes' to 'Council passes - leisure and sport' in version 3.00. Name changed to 'Leisure pasees' in version 4.00.,Service,
439,Library catalogues,"Provision of access to a library catalogue allowing library members to search the catalogue, check availability and reserve an item.",2013-04-03,2013-04-03,"Added scope notes in version 2.02. Term name changed from 'Catalogue - searches, availability and reservations' to 'Libraries - catalogues ' in version 3.00. Name changed to 'Library catalogues' in version 4.00.",Service,
1062,Library collections,Libraries have collections of local materials which are available for reference only with smaller collections available for loan.,2013-04-03,2013-04-03,Name changed to 'Library collections' in version 4.00.,Service,
442,Library computers and the internet,Internet access facilities available to library members usually in bookable slots.  This facility may be available free of charge or a small charge may be required.,2013-04-03,2013-04-03,Term name changed from 'Internet computers' to 'Internet enabled computers' and scope notes added in version 2.02. Term name changed from 'Internet enabled computers' to 'Libraries - computers and the internet' in version 3.00. Name changed to 'Library computers and the internet' in version 4.00.,Service,
437,Library facilities,Information about libraries and library services in the area will be provided by a local authority.,2013-04-03,2013-04-03,"Added scope notes in version 2.02. Term name changed from 'Library facilities (incl. location, opening hours)' to 'Libraries - general information' in version 3.00. Name changed to 'Library facilities' in version 4.00.",Service,
443,Library fines,Issuing of reminders and processing of fines for borrowed items which are not returned by the due date.,2013-04-03,2013-04-03,Term name changed from 'Overdue/late fines' to 'Library fines' and scope notes added in version 2.02. Term name changed from 'Library fines' to 'Libraries - fines' in version 3.00. Name changed to 'Library fines' in version 4.00.,Service,
445,Library information services,The information service can search a wide range of library materials in response to user enquiries.,2013-04-03,2013-04-03,Term name changed from 'Research service' to 'Library research service' and scope notes added in version 2.02. Scope notes updated to cover all searches in version 3.00. Term name changed from 'Library research service' to 'Libraries - information services' in version 3.00. Name changed to 'Library information services' in version 4.00.,Service,
